"Taint Elemental, Huge",HH,146,Elemental (Evil),9,Huge
"Thaskor, Shadow Beast",MH,70,Outsider (Extraplanar),9,Large
"Tojanida, Elder",MM,244,"Outsider (Extraplanar, Water)",9,Large
Undying Councilor,ECS,301,Deathless,9,Medium
Unraveler,PlH,130,"Outsider (Extraplanar, Incorporeal, Lawful)",9,Large
Vaporighu,MM2,197,Outsider (Evil),9,Medium
Visage,LM,130,"Undead (Chaotic, Evil, Extraplanar)",9,Medium
Vrock (Demon),MM,48,"Outsider (Chaotic, Extraplanar, Evil, Tanar'ri)",9,Large
Vultivor,FF,28,"Outsider (Chaotic, Evil, Extraplanar, Shapechanger)",9,Medium
Waste Crawler (Anhydrut),Sa,191,"Construct (Extraplanar, Lawful)",9,Large
Winterspawn,Fr,161,Undead,9,Medium
Woolly Mammoth,Fr,119,Animal,9,Huge
"Wraith Spider, Gargantuan",CSQ,124,Undead,9,Gargantuan
Yrthak,MM,262,Magical Beast,9,Huge
Yuan-ti Mage Slayer,SK,90,Monstrous Humanoid,9,Medium
"Yugoloth, Piscoloth",FF,196,"Outsider (Evil, Extraplanar)",9,Medium
Zeuglodon,Fr,120,Animal,9,Gargantuan
Zovvut,MM2,58,"Outsider (Chaotic, Extraplanar, Evil)",9,Medium
"Ectoplasmic Vermin, Tiny",Gh,161,Vermin,1/3,Tiny
"Ectoplasmic Vermin, Small",Gh,161,Vermin,1/2,Small
"Ectoplasmic Vermin, Medium",Gh,161,Vermin,1,Medium
Wastrilith,FF,54,"Outsider (Aquatic, Chaotic, Evil, Extraplanar)",17,Huge
"Bat, Desmodu Hunting",MM2,66,Animal,3,Medium
"Bat, Desmodu Guard",MM2,66,Animal,3,Large
"Bat, Desmodu War",MM2,66,Animal,5,Huge
"Dragon, Wyrmling Battle (Planar)",Dr,176,Dragon (Extraplanar),3,
"Dragon, Very Young Battle (Planar)",Dr,176,Dragon (Extraplanar),4,
"Dragon, Young Battle (Planar)",Dr,176,Dragon (Extraplanar),6,
"Dragon, Juvenile Battle (Planar)",Dr,176,Dragon (Extraplanar),8,
"Dragon, Young Adult Battle (Planar)",Dr,176,Dragon (Extraplanar),10,
"Dragon, Adult Battle (Planar)",Dr,176,Dragon (Extraplanar),12,
"Dragon, Mature Adult Battle (Planar)",Dr,176,Dragon (Extraplanar),14,
"Dragon, Old Battle (Planar)",Dr,176,Dragon (Extraplanar),17,
"Dragon, Very Old Battle (Planar)",Dr,176,Dragon (Extraplanar),18,
"Dragon, Ancient Battle (Planar)",Dr,176,Dragon (Extraplanar),19,
"Dragon, Wyrm Battle (Planar)",Dr,176,Dragon (Extraplanar),20,
"Dragon, Great Wyrm Battle (Planar)",Dr,176,Dragon (Extraplanar),22,
"Dragon, Wyrmling Chaos (Planar)",Dr,177,"Dragon (Chaos, Extraplanar)",3,
"Dragon, Very Young Chaos (Planar)",Dr,177,"Dragon (Chaos, Extraplanar)",4,
"Dragon, Young Chaos (Planar)",Dr,177,"Dragon (Chaos, Extraplanar)",6,
"Dragon, Juvenile Chaos (Planar)",Dr,177,"Dragon (Chaos, Extraplanar)",8,
"Dragon, Young Adult Chaos (Planar)",Dr,177,"Dragon (Chaos, Extraplanar)",11,
"Dragon, Adult Chaos (Planar)",Dr,177,"Dragon (Chaos, Extraplanar)",13,
"Dragon, Mature Adult Chaos (Planar)",Dr,177,"Dragon (Chaos, Extraplanar)",15,
"Dragon, Old Chaos (Planar)",Dr,177,"Dragon (Chaos, Extraplanar)",16,
"Dragon, Very Old Chaos (Planar)",Dr,177,"Dragon (Chaos, Extraplanar)",17,
"Dragon, Ancient Chaos (Planar)",Dr,177,"Dragon (Chaos, Extraplanar)",19,
"Dragon, Wyrm Chaos (Planar)",Dr,177,"Dragon (Chaos, Extraplanar)",20,
"Dragon, Great Wyrm Chaos (Planar)",Dr,177,"Dragon (Chaos, Extraplanar)",22,
"Dragon, Wyrmling Ethereal (Planar)",Dr,179,Dragon (Extraplanar),3,
"Dragon, Very Young Ethereal (Planar)",Dr,179,Dragon (Extraplanar),4,
"Dragon, Young Ethereal (Planar)",Dr,179,Dragon (Extraplanar),6,
"Dragon, Juvenile Ethereal (Planar)",Dr,179,Dragon (Extraplanar),7,
"Dragon, Young Adult Ethereal (Planar)",Dr,179,Dragon (Extraplanar),9,
"Dragon, Adult Ethereal (Planar)",Dr,179,Dragon (Extraplanar),10,
"Dragon, Mature Adult Ethereal (Planar)",Dr,179,Dragon (Extraplanar),13,
"Dragon, Old Ethereal (Planar)",Dr,179,Dragon (Extraplanar),15,
"Dragon, Very Old Ethereal (Planar)",Dr,179,Dragon (Extraplanar),16,
"Dragon, Ancient Ethereal (Planar)",Dr,179,Dragon (Extraplanar),17,
"Dragon, Wyrm Ethereal (Planar)",Dr,179,Dragon (Extraplanar),18,
"Dragon, Great Wyrm Ethereal (Planar)",Dr,179,Dragon (Extraplanar),19,
"Dragon, Wyrmling Howling (Planar)",Dr,180,Dragon (Extraplanar),5,
"Dragon, Very Young Howling (Planar)",Dr,180,Dragon (Extraplanar),6,
"Dragon, Young Howling (Planar)",Dr,180,Dragon (Extraplanar),8,
"Dragon, Juvenile Howling (Planar)",Dr,180,Dragon (Extraplanar),10,
"Dragon, Young Adult Howling (Planar)",Dr,180,Dragon (Extraplanar),13,
"Dragon, Adult Howling (Planar)",Dr,180,Dragon (Extraplanar),14,
"Dragon, Mature Adult Howling (Planar)",Dr,180,Dragon (Extraplanar),117,
"Dragon, Old Howling (Planar)",Dr,180,Dragon (Extraplanar),19,
"Dragon, Very Old Howling (Planar)",Dr,180,Dragon (Extraplanar),20,
"Dragon, Ancient Howling (Planar)",Dr,180,Dragon (Extraplanar),21,
"Dragon, Wyrm Howling (Planar)",Dr,180,Dragon (Extraplanar),22,
"Dragon, Great Wyrm Howling (Planar)",Dr,180,Dragon (Extraplanar),23,
"Phaerimm, Hatchling",LE,187,Aberration,1,Tiny
"Phaerimm, Juvenile",LE,187,Aberration,5,Small
"Phaerimm, Young Adult",LE,187,Aberration,9,Medium
"Phaerimm, Adult",LE,187,Aberration,12,Large
"Phaerimm, Mature Adult",LE,187,Aberration,15,Large
"Phaerimm, Elder",LE,187,Aberration,18,Large
"Phaerimm, Revered Elder",LE,187,Aberration,21,Huge
"Centipede, Tiny Monstrous",MM,287,Vermin,1/8,Tiny
"Centipede, Small Monstrous",MM,287,Vermin,1/4,Small
"Centipede, Medium Monstrous",MM,287,Vermin,1/2,Medium
"Centipede, Large Monstrous",MM,287,Vermin,1,Large
"Centipede, Huge Monstrous",MM,287,Vermin,2,Huge
"Centipede, Gargantuan Monstrous",MM,287,Vermin,6,Gargantuan
"Centipede, Colossal Monstrous",MM,287,Vermin,9,Colossal
"Scorpion, Tiny Monstrous",MM,287,Vermin,1/4,Tiny
"Scorpion, Small Monstrous",MM,287,Vermin,1/2,Small
"Scorpion, Medium Monstrous",MM,287,Vermin,1,Medium
"Scorpion, Large Monstrous",MM,287,Vermin,3,Large
"Scorpion, Huge Monstrous",MM,287,Vermin,7,Huge
"Cryohydra, Five-Headed",MM,157,Magical Beast (Cold),6,Huge
"Cryohydra, Six-Headed",MM,157,Magical Beast (Cold),7,Huge
"Cryohydra, Seven-Headed",MM,157,Magical Beast (Cold),8,Huge
"Cryohydra, Eight-Headed",MM,157,Magical Beast (Cold),9,Huge
"Cryohydra, Nine-Headed",MM,157,Magical Beast (Cold),10,Huge
"Cryohydra, Ten-Headed",MM,157,Magical Beast (Cold),11,Huge
"Cryohydra, Eleven-Headed",MM,157,Magical Beast (Cold),12,Huge
"Cryohydra, Twelve-Headed",MM,157,Magical Beast (Cold),13,Huge
"Pyrohydra, Five-Headed",MM,156,Magical Beast (Fire),6,Huge
"Pyrohydra, Six-Headed",MM,156,Magical Beast (Fire),7,Huge
"Pyrohydra, Seven-Headed",MM,156,Magical Beast (Fire),8,Huge
"Pyrohydra, Eight-Headed",MM,156,Magical Beast (Fire),9,Huge
"Pyrohydra, Nine-Headed",MM,156,Magical Beast (Fire),10,Huge
"Pyrohydra, Ten-Headed",MM,156,Magical Beast (Fire),11,Huge
"Pyrohydra, Eleven-Headed",MM,156,Magical Beast (Fire),12,Huge
"Pyrohydra, Twelve-Headed",MM,156,Magical Beast (Fire),13,Huge
"Hydra, Five-Headed",MM,155,Magical Beast,4,Huge
"Hydra, Six-Headed",MM,155,Magical Beast,5,Huge
"Hydra, Seven-Headed",MM,155,Magical Beast,6,Huge
"Hydra, Eight-Headed",MM,155,Magical Beast,7,Huge
"Hydra, Nine-Headed",MM,155,Magical Beast,8,Huge
"Hydra, Ten-Headed",MM,155,Magical Beast,9,Huge
"Hydra, Eleven-Headed",MM,155,Magical Beast,10,Huge
"Hydra, Twelve-Headed",MM,155,Magical Beast,11,Huge
"Elemental, Small Air",MM,95,"Elemental (Air, Extraplanar)",1,Small
"Elemental, Medium Air",MM,95,"Elemental (Air, Extraplanar)",3,Medium
"Elemental, Large Air",MM,95,"Elemental (Air, Extraplanar)",5,Large
"Elemental, Huge Air",MM,95,"Elemental (Air, Extraplanar)",7,Huge
"Elemental, Greater Air",MM,95,"Elemental (Air, Extraplanar)",9,Huge
"Elemental, Elder Air",MM,95,"Elemental (Air, Extraplanar)",11,Huge
"Elemental, Small Earth",MM,98,Elemental (Earth),1,Small
"Elemental, Medium Earth",MM,98,Elemental (Earth),3,Medium
"Elemental, Large Earth",MM,98,Elemental (Earth),5,Large
"Elemental, Huge Earth",MM,98,Elemental (Earth),7,Huge
"Elemental, Greater Earth",MM,98,Elemental (Earth),9,Huge
"Elemental, Elder Earth",MM,98,Elemental (Earth),11,Huge
"Elemental, Small Fire",MM,98,"Elemental (Fire, Extraplanar)",1,Small
"Elemental, Medium Fire",MM,98,"Elemental (Fire, Extraplanar)",3,Medium
"Elemental, Large Fire",MM,98,"Elemental (Fire, Extraplanar)",5,Large
"Elemental, Huge Fire",MM,98,"Elemental (Fire, Extraplanar)",7,Huge
"Elemental, Greater Fire",MM,98,"Elemental (Fire, Extraplanar)",9,Huge
"Elemental, Elder Fire",MM,98,"Elemental (Fire, Extraplanar)",11,Huge
"Elemental, Small Water",MM,98,"Elemental (Extraplanar, Water)",1,Small
"Elemental, Medium Water",MM,98,"Elemental (Extraplanar, Water)",3,Medium
"Elemental, Large Water",MM,98,"Elemental (Extraplanar, Water)",5,Large
"Elemental, Huge Water",MM,98,"Elemental (Extraplanar, Water)",7,Huge
"Elemental, Greater Water",MM,98,"Elemental (Extraplanar, Water)",9,Huge
"Elemental, Elder Water",MM,98,"Elemental (Extraplanar, Water)",11,Huge
"Giant, Hill",MM,123,Giant,7,Large
Howler,MM,154,"Outsider (Chaotic, Evil, Extraplanar)",3,Large
Magmin,MM,179,"Elemental (Fire, Extraplanar)",3,Small
Shadow,MM,221,Undead (Incorporeal),3,Medium
"Snake, Tiny Viper",MM,281,Animal,1/3,Tiny
"Snake, Small Viper",MM,281,Animal,1/2,Small
"Snake, Medium Viper",MM,281,Animal,1,Medium
"Snake, Large Viper",MM,281,Animal,2,Large
"Snake, Huge Viper",MM,281,Animal,3,Huge
"Elemental, Small Storm",MM3,48,"Elemental (Air, Extraplanar)",2,Small
"Elemental, Medium Storm",MM3,48,"Elemental (Air, Extraplanar)",4,Medium
"Elemental, Large Storm",MM3,48,"Elemental (Air, Extraplanar)",6,Large
"Elemental, Huge Storm",MM3,48,"Elemental (Air, Extraplanar)",8,Huge
"Elemental, Greater Storm",MM3,48,"Elemental (Air, Extraplanar)",10,Huge
"Elemental, Elder Storm",MM3,48,"Elemental (Air, Extraplanar)",12,Huge
"Midnight Construct, Lesser",MoI,184,Construct (Incarnum),3,Medium
Midnight Construct,MoI,184,Construct (Incarnum),7,Large
"Midnight Construct, Greater",MoI,184,Construct (Incarnum),10,Huge
Breed Leech,MoE,154,Aberration (Symbiont),1,Tiny
Crawling Gauntlet,MoE,155,Aberration (Symbiont),1,Tiny
Shadow Sibling,MoE,156,Aberration (Symbiont, Incorporeal),1,Medium
Spellwurm,MoE,156,Aberration (Symbiont),1,Tiny
Stormstalk,MoE,157,Aberration (Symbiont),1,Tiny
Throwing Scarab,MoE,157,Aberration (Symbiont),1,Fine
Winter Cyst,MoE,157,Aberration (Symbiont),1,Tiny
Dragonkin,Mon,45,Monstrous Humanoid (Reptilian),3,Large
"Crab, Small Monstrous",Sto,141,Vermin,1/2,Small
"Crab, Medium Monstrous",Sto,141,Vermin,2,Medium
"Crab, Large Monstrous",Sto,141,Vermin,4,Large
"Crab, Huge Monstrous",Sto,141,Vermin,7,Huge
"Crab, Gargantuan Monstrous",Sto,141,Vermin,10,Gargantuan
"Crab, Colossal Monstrous",Sto,141,Vermin,13,Colossal
"Snake, Tiny Sea",MM,281,Animal,1/3,Tiny
"Snake, Small Sea",MM,281,Animal,1/2,Small
"Snake, Medium Sea",MM,281,Animal,1,Medium
"Snake, Large Sea",MM,281,Animal,2,Large
"Snake, Huge Sea",MM,281,Animal,3,Huge
"Astral Construct, 1st Level",XPH,185,Construct,1/2,Small
"Astral Construct, 2nd Level",XPH,185,Construct,1,Medium
"Astral Construct, 3rd Level",XPH,185,Construct,2,Medium
"Astral Construct, 4th Level",XPH,185,Construct,3,Medium
"Astral Construct, 5th Level",XPH,185,Construct,5,Large
"Astral Construct, 6th Level",XPH,185,Construct,7,Large
"Astral Construct, 7th Level",XPH,185,Construct,8,Large
"Astral Construct, 8th Level",XPH,185,Construct,9,Large
"Astral Construct, 9th Level",XPH,185,Construct,10,Huge
"Chiang Lung (River Dragon), Juvenile",OA,155,"Dragon (Spirit, Water)",9,
"Chiang Lung (River Dragon), Young Adult",OA,155,"Dragon (Spirit, Water)",12,
"Chiang Lung (River Dragon), Adult",OA,155,"Dragon (Spirit, Water)",14,
"Chiang Lung (River Dragon), Mature Adult",OA,155,"Dragon (Spirit, Water)",17,
"Chiang Lung (River Dragon), Old",OA,155,"Dragon (Spirit, Water)",19,
"Chiang Lung (River Dragon), Very Old",OA,155,"Dragon (Spirit, Water)",20,
"Chiang Lung (River Dragon), Ancient",OA,155,"Dragon (Spirit, Water)",22,
"Chiang Lung (River Dragon), Wyrm",OA,155,"Dragon (Spirit, Water)",23,
"Chiang Lung (River Dragon), Great Wyrm",OA,155,"Dragon (Spirit, Water)",25,
"Li Lung (Earth Dragon), Juvenile",OA,156,"Dragon (Earth, Spirit)",8,
"Li Lung (Earth Dragon), Young Adult",OA,156,"Dragon (Earth, Spirit)",10,
"Li Lung (Earth Dragon), Adult",OA,156,"Dragon (Earth, Spirit)",13,
"Li Lung (Earth Dragon), Mature Adult",OA,156,"Dragon (Earth, Spirit)",15,
"Li Lung (Earth Dragon), Old",OA,156,"Dragon (Earth, Spirit)",18,
"Li Lung (Earth Dragon), Very Old",OA,156,"Dragon (Earth, Spirit)",19,
"Li Lung (Earth Dragon), Ancient",OA,156,"Dragon (Earth, Spirit)",21,
"Li Lung (Earth Dragon), Wyrm",OA,156,"Dragon (Earth, Spirit)",22,
"Li Lung (Earth Dragon), Great Wyrm",OA,156,"Dragon (Earth, Spirit)",24,
"Lung Wang (Sea Dragon), Juvenile",OA,157,"Dragon (Spirit, Water)",10,
"Lung Wang (Sea Dragon), Young Adult",OA,157,"Dragon (Spirit, Water)",13,
"Lung Wang (Sea Dragon), Adult",OA,157,"Dragon (Spirit, Water)",15,
"Lung Wang (Sea Dragon), Mature Adult",OA,157,"Dragon (Spirit, Water)",18,
"Lung Wang (Sea Dragon), Old",OA,157,"Dragon (Spirit, Water)",20,
"Lung Wang (Sea Dragon), Very Old",OA,157,"Dragon (Spirit, Water)",21,
"Lung Wang (Sea Dragon), Ancient",OA,157,"Dragon (Spirit, Water)",23,
"Lung Wang (Sea Dragon), Wyrm",OA,157,"Dragon (Spirit, Water)",24,
"Lung Wang (Sea Dragon), Great Wyrm",OA,157,"Dragon (Spirit, Water)",26,
"Pan Lung (Coiled Dragon), Juvenile",OA,158,"Dragon (Spirit, Water)",7,
"Pan Lung (Coiled Dragon), Young Adult",OA,158,"Dragon (Spirit, Water)",9,
"Pan Lung (Coiled Dragon), Adult",OA,158,"Dragon (Spirit, Water)",11,
"Pan Lung (Coiled Dragon), Mature Adult",OA,158,"Dragon (Spirit, Water)",14,
"Pan Lung (Coiled Dragon), Old",OA,158,"Dragon (Spirit, Water)",16,
"Pan Lung (Coiled Dragon), Very Old",OA,158,"Dragon (Spirit, Water)",18,
"Pan Lung (Coiled Dragon), Ancient",OA,158,"Dragon (Spirit, Water)",19,
"Pan Lung (Coiled Dragon), Wyrm",OA,158,"Dragon (Spirit, Water)",20,
"Pan Lung (Coiled Dragon), Great Wyrm",OA,158,"Dragon (Spirit, Water)",22,
"Shen Lung (Spirit Dragon), Juvenile",OA,159,"Dragon (Spirit, Water)",8,
"Shen Lung (Spirit Dragon), Young Adult",OA,159,"Dragon (Spirit, Water)",11,
"Shen Lung (Spirit Dragon), Adult",OA,159,"Dragon (Spirit, Water)",14,
"Shen Lung (Spirit Dragon), Mature Adult",OA,159,"Dragon (Spirit, Water)",16,
"Shen Lung (Spirit Dragon), Old",OA,159,"Dragon (Spirit, Water)",18,
"Shen Lung (Spirit Dragon), Very Old",OA,159,"Dragon (Spirit, Water)",19,
"Shen Lung (Spirit Dragon), Ancient",OA,159,"Dragon (Spirit, Water)",21,
"Shen Lung (Spirit Dragon), Wyrm",OA,159,"Dragon (Spirit, Water)",22,
"Shen Lung (Spirit Dragon), Great Wyrm",OA,159,"Dragon (Spirit, Water)",24,
"Dragon, Wyrmling Oceanus (Planar)",Dr,181,"Dragon (Aquatic, Extraplanar)",4
"Dragon, Very Young Oceanus (Planar)",Dr,181,"Dragon (Aquatic, Extraplanar)",5
"Dragon, Young Oceanus (Planar)",Dr,181,"Dragon (Aquatic, Extraplanar)",6
"Dragon, Juvenile Oceanus (Planar)",Dr,181,"Dragon (Aquatic, Extraplanar)",9
"Dragon, Young Adult Oceanus (Planar)",Dr,181,"Dragon (Aquatic, Extraplanar)",12
"Dragon, Adult Oceanus (Planar)",Dr,181,"Dragon (Aquatic, Extraplanar)",13
"Dragon, Mature Adult Oceanus (Planar)",Dr,181,"Dragon (Aquatic, Extraplanar)",16
"Dragon, Old Oceanus (Planar)",Dr,181,"Dragon (Aquatic, Extraplanar)",18
"Dragon, Very Old Oceanus (Planar)",Dr,181,"Dragon (Aquatic, Extraplanar)",19
"Dragon, Ancient Oceanus (Planar)",Dr,181,"Dragon (Aquatic, Extraplanar)",20
"Dragon, Wyrm Oceanus (Planar)",Dr,181,"Dragon (Aquatic, Extraplanar)",21
"Dragon, Great Wyrm Oceanus (Planar)",Dr,181,"Dragon (Aquatic, Extraplanar)",22
"Dragon, Wyrmling Pyroclastic (Planar)",Dr,182,Dragon (Extraplanar),4
"Dragon, Very Young Pyroclastic (Planar)",Dr,182,Dragon (Extraplanar),5
"Dragon, Young Pyroclastic (Planar)",Dr,182,Dragon (Extraplanar),6
"Dragon, Juvenile Pyroclastic (Planar)",Dr,182,Dragon (Extraplanar),9
"Dragon, Young Adult Pyroclastic (Planar)",Dr,182,Dragon (Extraplanar),12
"Dragon, Adult Pyroclastic (Planar)",Dr,182,Dragon (Extraplanar),13
"Dragon, Mature Adult Pyroclastic (Planar)",Dr,182,Dragon (Extraplanar),16
"Dragon, Old Pyroclastic (Planar)",Dr,182,Dragon (Extraplanar),18
"Dragon, Very Old Pyroclastic (Planar)",Dr,182,Dragon (Extraplanar),19
"Dragon, Ancient Pyroclastic (Planar)",Dr,182,Dragon (Extraplanar),20
"Dragon, Wyrm Pyroclastic (Planar)",Dr,182,Dragon (Extraplanar),21
"Dragon, Great Wyrm Pyroclastic (Planar)",Dr,182,Dragon (Extraplanar),22
"Dragon, Wyrmling Radiant (Planar)",Dr,185,Dragon (Extraplanar),5
"Dragon, Very Young Radiant (Planar)",Dr,185,Dragon (Extraplanar),6
"Dragon, Young Radiant (Planar)",Dr,185,Dragon (Extraplanar),8
"Dragon, Juvenile Radiant (Planar)",Dr,185,Dragon (Extraplanar),10
"Dragon, Young Adult Radiant (Planar)",Dr,185,Dragon (Extraplanar),13
"Dragon, Adult Radiant (Planar)",Dr,185,Dragon (Extraplanar),14
"Dragon, Mature Adult Radiant (Planar)",Dr,185,Dragon (Extraplanar),17
"Dragon, Old Radiant (Planar)",Dr,185,Dragon (Extraplanar),19
"Dragon, Very Old Radiant (Planar)",Dr,185,Dragon (Extraplanar),20
"Dragon, Ancient Radiant (Planar)",Dr,185,Dragon (Extraplanar),21
"Dragon, Wyrm Radiant (Planar)",Dr,185,Dragon (Extraplanar),22
"Dragon, Great Wyrm Radiant (Planar)",Dr,185,Dragon (Extraplanar),23
"Dragon, Wyrmling Rust (Planar)",Dr,186,Dragon (Extraplanar),3
"Dragon, Very Young Rust (Planar)",Dr,186,Dragon (Extraplanar),4
"Dragon, Young Rust (Planar)",Dr,186,Dragon (Extraplanar),6
"Dragon, Juvenile Rust (Planar)",Dr,186,Dragon (Extraplanar),8
"Dragon, Young Adult Rust (Planar)",Dr,186,Dragon (Extraplanar),11
"Dragon, Adult Rust (Planar)",Dr,186,Dragon (Extraplanar),13
"Dragon, Mature Adult Rust (Planar)",Dr,186,Dragon (Extraplanar),15
"Dragon, Old Rust (Planar)",Dr,186,Dragon (Extraplanar),16
"Dragon, Very Old Rust (Planar)",Dr,186,Dragon (Extraplanar),17
"Dragon, Ancient Rust (Planar)",Dr,186,Dragon (Extraplanar),19
"Dragon, Wyrm Rust (Planar)",Dr,186,Dragon (Extraplanar),20
"Dragon, Great Wyrm Rust (Planar)",Dr,186,Dragon (Extraplanar),22
"Dragon, Wyrmling Styx (Planar)",Dr,187,"Dragon (Aquatic, Extraplanar)",3
"Dragon, Very Young Styx (Planar)",Dr,187,"Dragon (Aquatic, Extraplanar)",4
"Dragon, Young Styx (Planar)",Dr,187,"Dragon (Aquatic, Extraplanar)",6
"Dragon, Juvenile Styx (Planar)",Dr,187,"Dragon (Aquatic, Extraplanar)",8
"Dragon, Young Adult Styx (Planar)",Dr,187,"Dragon (Aquatic, Extraplanar)",10
"Dragon, Adult Styx (Planar)",Dr,187,"Dragon (Aquatic, Extraplanar)",12
"Dragon, Mature Adult Styx (Planar)",Dr,187,"Dragon (Aquatic, Extraplanar)",14
"Dragon, Old Styx (Planar)",Dr,187,"Dragon (Aquatic, Extraplanar)",17
"Dragon, Very Old Styx (Planar)",Dr,187,"Dragon (Aquatic, Extraplanar)",18
"Dragon, Ancient Styx (Planar)",Dr,187,"Dragon (Aquatic, Extraplanar)",19
"Dragon, Wyrm Styx (Planar)",Dr,187,"Dragon (Aquatic, Extraplanar)",20
"Dragon, Great Wyrm Styx (Planar)",Dr,187,"Dragon (Aquatic, Extraplanar)",22
"Dragon, Wyrmling Tarterian (Planar)",Dr,189,Dragon (Extraplanar),5
"Dragon, Very Young Tarterian (Planar)",Dr,189,Dragon (Extraplanar),6
"Dragon, Young Tarterian (Planar)",Dr,189,Dragon (Extraplanar),8
"Dragon, Juvenile Tarterian (Planar)",Dr,189,Dragon (Extraplanar),10
"Dragon, Young Adult Tarterian (Planar)",Dr,189,Dragon (Extraplanar),13
"Dragon, Adult Tarterian (Planar)",Dr,189,Dragon (Extraplanar),14
"Dragon, Mature Adult Tarterian (Planar)",Dr,189,Dragon (Extraplanar),17
"Dragon, Old Tarterian (Planar)",Dr,189,Dragon (Extraplanar),19
"Dragon, Very Old Tarterian (Planar)",Dr,189,Dragon (Extraplanar),20
"Dragon, Ancient Tarterian (Planar)",Dr,189,Dragon (Extraplanar),21
"Dragon, Wyrm Tarterian (Planar)",Dr,189,Dragon (Extraplanar),22
"Dragon, Great Wyrm Tarterian (Planar)",Dr,189,Dragon (Extraplanar),23
"Dragon, Wyrmling Fang",Dr,159,Dragon,2
"Dragon, Very Young Fang",Dr,159,Dragon,3
"Dragon, Young Fang",Dr,159,Dragon,4
"Dragon, Juvenile Fang",Dr,159,Dragon,6
"Dragon, Young Adult Fang",Dr,159,Dragon,8
"Dragon, Adult Fang",Dr,159,Dragon,10
"Dragon, Mature Adult Fang",Dr,159,Dragon,12
"Dragon, Old Fang",Dr,159,Dragon,15
"Dragon, Very Old Fang",Dr,159,Dragon,17
"Dragon, Ancient Fang",Dr,159,Dragon,18
"Dragon, Wyrm Fang",Dr,159,Dragon,19
"Dragon, Great Wyrm Fang",Dr,159,Dragon,21
"Dragon, Wyrmling Shadow",Dr,191,Dragon,3
"Dragon, Very Young Shadow",Dr,191,Dragon,4
"Dragon, Young Shadow",Dr,191,Dragon,6
"Dragon, Juvenile Shadow",Dr,191,Dragon,8
"Dragon, Young Adult Shadow",Dr,191,Dragon,11
"Dragon, Adult Shadow",Dr,191,Dragon,13
"Dragon, Mature Adult Shadow",Dr,191,Dragon,16
"Dragon, Old Shadow",Dr,191,Dragon,18
"Dragon, Very Old Shadow",Dr,191,Dragon,19
"Dragon, Ancient Shadow",Dr,191,Dragon,21
"Dragon, Wyrm Shadow",Dr,191,Dragon,22
"Dragon, Great Wyrm Shadow",Dr,191,Dragon,24
"Dragon, Wyrmling Black",MM,70,Dragon (Water),3
"Dragon, Very Young Black",MM,70,Dragon (Water),4
"Dragon, Young Black",MM,70,Dragon (Water),5
"Dragon, Juvenile Black",MM,70,Dragon (Water),7
"Dragon, Young Adult Black",MM,70,Dragon (Water),9
"Dragon, Adult Black",MM,70,Dragon (Water),11
"Dragon, Mature Adult Black",MM,70,Dragon (Water),14
"Dragon, Old Black",MM,70,Dragon (Water),16
"Dragon, Very Old Black",MM,70,Dragon (Water),18
"Dragon, Ancient Black",MM,70,Dragon (Water),19
"Dragon, Wyrm Black",MM,70,Dragon (Water),20
"Dragon, Great Wyrm Black",MM,70,Dragon (Water),22
"Dragon, Wyrmling Blue",MM,72,Dragon (Earth),3
"Dragon, Very Young Blue",MM,72,Dragon (Earth),4
"Dragon, Young Blue",MM,72,Dragon (Earth),6
"Dragon, Juvenile Blue",MM,72,Dragon (Earth),8
"Dragon, Young Adult Blue",MM,72,Dragon (Earth),11
"Dragon, Adult Blue",MM,72,Dragon (Earth),14
"Dragon, Mature Adult Blue",MM,72,Dragon (Earth),16
"Dragon, Old Blue",MM,72,Dragon (Earth),18
"Dragon, Very Old Blue",MM,72,Dragon (Earth),19
"Dragon, Ancient Blue",MM,72,Dragon (Earth),21
"Dragon, Wyrm Blue",MM,72,Dragon (Earth),23
"Dragon, Great Wyrm Blue",MM,72,Dragon (Earth),25
"Dragon, Wyrmling Green",MM,74,Dragon (Air),3
"Dragon, Very Young Green",MM,74,Dragon (Air),4
"Dragon, Young Green",MM,74,Dragon (Air),5
"Dragon, Juvenile Green",MM,74,Dragon (Air),8
"Dragon, Young Adult Green",MM,74,Dragon (Air),11
"Dragon, Adult Green",MM,74,Dragon (Air),13
"Dragon, Mature Adult Green",MM,74,Dragon (Air),16
"Dragon, Old Green",MM,74,Dragon (Air),18
"Dragon, Very Old Green",MM,74,Dragon (Air),19
"Dragon, Ancient Green",MM,74,Dragon (Air),21
"Dragon, Wyrm Green",MM,74,Dragon (Air),22
"Dragon, Great Wyrm Green",MM,74,Dragon (Air),24
"Dragon, Wyrmling Red",MM,75,Dragon (Fire),4
"Dragon, Very Young Red",MM,75,Dragon (Fire),5
"Dragon, Young Red",MM,75,Dragon (Fire),7
"Dragon, Juvenile Red",MM,75,Dragon (Fire),10
"Dragon, Young Adult Red",MM,75,Dragon (Fire),13
"Dragon, Adult Red",MM,75,Dragon (Fire),15
"Dragon, Mature Adult Red",MM,75,Dragon (Fire),18
"Dragon, Old Red",MM,75,Dragon (Fire),20
"Dragon, Very Old Red",MM,75,Dragon (Fire),21
"Dragon, Ancient Red",MM,75,Dragon (Fire),23
"Dragon, Wyrm Red",MM,75,Dragon (Fire),24
