Name,Book,Type,Subtype,Size,HD,CR,Environment,Misc
Spinewyrm;  Old,['(DU110 p095)'],Dragon,Psionic,Huge ,24,15,Warm Deserts,Dark Sun
Steel Dragon;  Ancient,['(DoF p140)'],Dragon,Air,Huge ,31,15,Temperate Plains,-
Topaz Dragon;  Adult,['(MM2 p08) - (3.5up p32)'],Dragon,Water,Huge ,22,15,Plane of Water; Any Aquatic,-
Tungsten Dragon;  Mature Adult,['(DR356 p033)'],Dragon,Fire,Huge ,22,15,Warm Plains; Temperate Plains,-
White Dragon;  Old,['(MM p077)'],Dragon,Cold,Huge ,24,15,Cold Mountains,-
Adamantine Dragon;  Adult,['(DR321 p044)'],Dragon,Extraplanar,Huge ,24,16,Plane of Bytopia,-
Arboreal Dragon;  Mature Adult,['(DR321 p046)'],Dragon,Extraplanar,Huge ,23,16,Plane of Arborea,-
Beast Dragon;  Mature Adult,['(DR321 p050)'],Dragon,Extraplanar,Huge ,24,16,Plane of Beastlands,-
Black Dragon;  Old,['(MM p070)'],Dragon,Water,Huge ,25,16,Warm Marshes,-
Blue Dragon;  Mature Adult,['(MM p072)'],Dragon,Earth,Huge ,24,16,Temperate Deserts,-
Brainstealer Dragon;  Mature Adult,['(DR337 p025)'],Dragon,Earth,Huge ,25,16,Underground,-
Chaos Dragon;  Old,['(Dcn p177)'],Dragon,Extraplanar,Huge ,27,16,Plane of Limbo,-
Chole Dragon;  Mature Adult,['(DR344 p029)'],Dragon,Extraplanar,Huge ,24,16,Plane of Abyss,-
Cobalt Dragon;  Mature Adult,['(DR356 p025)'],Dragon,Air,Huge ,23,16,Warm Forest; Temperate Forest,-
Copper Dragon;  Mature Adult,['(MM p082)'],Dragon,Earth,Huge ,23,16,Warm Hills,-
Crystal Dragon;  Mature Adult,['(MM2 p08) - (3.5up p32)'],Dragon,Air,Huge ,23,16,Plane of Air; Temperate Mountains; Cold Mountains,-
Elysian Dragon;  Old,['(DR344 p032)'],Dragon,Extraplanar,Huge ,25,16,Plane of Elysian,-
Ethereal Dragon;  Very Old,['(Dcn p179)'],Dragon,Extraplanar,Huge ,28,16,Plane of Ethereal,-
Gloom Dragon;  Old,['(DR344 p035)'],Dragon,Extraplanar,Huge ,25,16,Plane of Hades,-
Gold Dragon;  Adult,['(MM p084)'],Dragon,Fire,Huge ,23,16,Warm Plains,-
Green Dragon;  Mature Adult,['(MM p074)'],Dragon,Air,Huge ,23,16,Temperate Forests,-
Landwyrm;  Jungle,['(Dcn p171)'],Dragon,-,Huge ,28,16,Warm Forests,-
Lantern Sea Serpent;  Old,['(DR345 p058)'],Dragon,Water,Huge ,27,16,Temperate Aquatic,-
Linnorm;  Stygian,['(DU149 p084)'],Dragon,Extraplanar,Gargantuan ,18,16,Lower Planes (river styx),-
Nickel Dragon;  Old,['(DR356 p031)'],Dragon,Water,Huge ,25,16,Any Marsh,-
Oceanus Dragon;  Mature Adult,['(Dcn p181)'],Dragon,Aquatic;Extraplanar,Huge ,25,16,Upper Planes,-
Pyroclastic Dragon;  Mature Adult,['(Dcn p182)'],Dragon,Extraplanar,Huge ,25,16,Plane of Gehenna,-
Rust Dragon;  Old,['(Dcn p186)'],Dragon,Extraplanar,Huge ,27,16,Plane of Acheron,-
Sand Dragon;  Old,['(Sand p152)'],Dragon,Earth,Huge ,24,16,Warm Deserts,-
Sapphire Dragon;  Mature Adult,['(MM2 p08) - (3.5up p32)'],Dragon,Earth,Huge ,23,16,Plane of Earth; Underground,-
Shadow Dragon;  Mature Adult,['(Dcn p191)'],Dragon,-,Large ,22,16,Underground,-
Spiked Sea Serpent;  Old,['(DR345 p061)'],Dragon,Water,Huge ,25,16,Temperate Aquatic,-
Steel Dragon;  Wyrm,['(DoF p140)'],Dragon,Air,Gargantuan ,34,16,Temperate Plains,-
Tome Dragon;  Adult,['(DR343 p042)'],Dragon,Air,Large ,18,16,Any Mountains,-
Amethyst Dragon;  Mature Adult,['(MM2 p07) - (3.5up p32)'],Dragon,Earth,Huge ,24,17,Plane of Earth; Underground,-
Astral Dragon;  Old,['(DR344 p027)'],Dragon,Extraplanar,Gargantuan ,26,17,Plane of Astral,-
Axial Dragon;  Adult,['(DR321 p048)'],Dragon,Extraplanar,Huge ,21,17,Plane of Mechanus,-
Battle Dragon;  Old,['(Dcn p176)'],Dragon,Extraplanar,Huge ,26,17,Plane of Ysgard,-
Brainstealer Dragon;  Old,['(DR337 p025)'],Dragon,Earth,Huge ,28,17,Underground,-
Brass Dragon;  Old,['(MM p079)'],Dragon,Fire,Huge ,25,17,Warm Deserts,-
Bronze Dragon;  Mature Adult,['(MM p080)'],Dragon,Water,Huge ,24,17,Temperate Hills,-
Chaos Dragon;  Very Old,['(Dcn p177)'],Dragon,Extraplanar,Huge ,30,17,Plane of Limbo,-
Chromium Dragon;  Mature Adult,['(DR356 p023)'],Dragon,Cold,Huge ,24,17,Cold Mountain; Cold Hills; Cold Plains; Underground,-
Concordant Dragon;  Mature Adult,['(DR321 p052)'],Dragon,Extraplanar,Huge ,23,17,Plane of Outlands,-
Drake;  Storm,['(Dcn p194)'],Dragon,Air,Gargantuan ,30,17,Cold Hills,-
Dzalmus Dragon;  Old,['(DR349 p062)'],Dragon,Air,Large ,25,17,Warm Plains; Temperate Plains,-
Emerald Dragon;  Mature Adult,['(MM2 p08) - (3.5up p32)'],Dragon,Air,Huge ,24,17,Plane of Air; Underground,-
Ethereal Dragon;  Ancient,['(Dcn p179)'],Dragon,Extraplanar,Huge ,31,17,Plane of Ethereal,-
Fang Dragon;  Very Old,['(Dcn p159)'],Dragon,-,Gargantuan ,27,17,Temperate Mountains,-
Grayhawk Dragon;  Old,['(DR339 p051)'],Dragon,Air,Large ,25,17,Any (city only),-
Hex Dragon;  Old,['(DR343 p039)'],Dragon,Earth,Huge ,25,17,Any Forest; Any Marsh; Underground,-
Howling Dragon;  Mature Adult,['(Dcn p180)'],Dragon,Extraplanar,Huge ,27,17,Plane of Pandemonium,-
Mercury Dragon;  Very Old,['(DoF p138)'],Dragon,Fire,Huge ,27,17,Temperate Mountains,-
Mist Dragon;  Very Old,['(DoF p142)'],Dragon,Aquatic;Water,Huge ,27,17,Temperate Aquatic; Temperate Forest; Warm Aquatic; Warm Forest; Underground,-
Radiant Dragon;  Mature Adult,['(Dcn p185)'],Dragon,Extraplanar,Huge ,24,17,Plane of Celestia,-
Rust Dragon;  Very Old,['(Dcn p186)'],Dragon,Extraplanar,Huge ,30,17,Plane of Acheron,-
Spinewyrm;  Very Old,['(DU110 p095)'],Dragon,Psionic,Huge ,27,17,Warm Deserts,Dark Sun
Styx Dragon;  Old,['(Dcn p187)'],Dragon,Aquatic;Extraplanar,Huge ,26,17,Lower Planes,-
Tarterian Dragon;  Mature Adult,['(Dcn p189)'],Dragon,Extraplanar,Huge ,26,17,Plane of Carceri,-
Tome Dragon;  Mature Adult,['(DR343 p042)'],Dragon,Air,Huge ,21,17,Any Mountains,-
Tungsten Dragon;  Old,['(DR356 p033)'],Dragon,Fire,Huge ,25,17,Warm Plains; Temperate Plains,-
White Dragon;  Very Old,['(MM p077)'],Dragon,Cold,Huge ,27,17,Cold Mountains,-
Arboreal Dragon;  Old,['(DR321 p046)'],Dragon,Extraplanar,Huge ,26,18,Plane of Arborea,-
Battle Dragon;  Very Old,['(Dcn p176)'],Dragon,Extraplanar,Gargantuan ,29,18,Plane of Ysgard,-
Beast Dragon;  Old,['(DR321 p050)'],Dragon,Extraplanar,Huge ,27,18,Plane of Beastlands,-
Black Dragon;  Very Old,['(MM p070)'],Dragon,Water,Huge ,28,18,Warm Marshes,-
Blue Dragon;  Old,['(MM p072)'],Dragon,Earth,Huge ,27,18,Temperate Deserts,-
Chole Dragon;  Old,['(DR344 p029)'],Dragon,Extraplanar,Gargantuan ,27,18,Plane of Abyss,-
Crested Sea Serpent;  Very Old,['(DR345 p056)'],Dragon,Water,Gargantuan ,29,18,Temperate Aquatic,-
Crystal Dragon;  Old,['(MM2 p08) - (3.5up p32)'],Dragon,Air,Huge ,26,18,Plane of Air; Temperate Mountains; Cold Mountains,-
Elysian Dragon;  Very Old,['(DR344 p032)'],Dragon,Extraplanar,Huge ,28,18,Plane of Elysian,-
Ethereal Dragon;  Wyrm,['(Dcn p179)'],Dragon,Extraplanar,Gargantuan ,34,18,Plane of Ethereal,-
Fang Dragon;  Ancient,['(Dcn p159)'],Dragon,-,Gargantuan ,30,18,Temperate Mountains,-
Gloom Dragon;  Very Old,['(DR344 p035)'],Dragon,Extraplanar,Huge ,28,18,Plane of Hades,-
Green Dragon;  Old,['(MM p074)'],Dragon,Air,Huge ,26,18,Temperate Forests,-
Iron Dragon;  Mature Adult,['(DR356 p029)'],Dragon,Fire,Huge ,25,18,Temperate Mountain; Temperate Hill; Warm Mountain; Warm Hill; Underground,-
Landwyrm;  Desert,['(Dcn p169)'],Dragon,-,Gargantuan ,32,18,Warm Deserts,-
Mercury Dragon;  Ancient,['(DoF p138)'],Dragon,Fire,Huge ,30,18,Temperate Mountains,-
Mist Dragon;  Ancient,['(DoF p142)'],Dragon,Aquatic;Water,Huge ,30,18,Temperate Aquatic; Temperate Forest; Warm Aquatic; Warm Forest; Underground,-
Nickel Dragon;  Very Old,['(DR356 p031)'],Dragon,Water,Huge ,28,18,Any Marsh,-
Oceanus Dragon;  Old,['(Dcn p181)'],Dragon,Aquatic;Extraplanar,Huge ,28,18,Upper Planes,-
Pyroclastic Dragon;  Old,['(Dcn p182)'],Dragon,Extraplanar,Gargantuan ,28,18,Plane of Gehenna,-
Red Dragon;  Mature Adult,['(MM p075)'],Dragon,Fire,Huge ,25,18,Warm Mountains,-
Sand Dragon;  Very Old,['(Sand p152)'],Dragon,Earth,Huge ,27,18,Warm Deserts,-
Shadow Dragon;  Old,['(Dcn p191)'],Dragon,-,Huge ,25,18,Underground,-
Silver Dragon;  Mature Adult,['(MM p086)'],Dragon,Cold,Huge ,25,18,Temperate Mountains,-
Spiked Sea Serpent;  Very Old,['(DR345 p061)'],Dragon,Water,Huge ,28,18,Temperate Aquatic,-
Steel Dragon;  Great Wyrm,['(DoF p140)'],Dragon,Air,Gargantuan ,37,18,Temperate Plains,-
Styx Dragon;  Very Old,['(Dcn p187)'],Dragon,Aquatic;Extraplanar,Huge ,29,18,Lower Planes,-
Topaz Dragon;  Mature Adult,['(MM2 p08) - (3.5up p32)'],Dragon,Water,Huge ,25,18,Plane of Water; Any Aquatic,-
White Dragon;  Ancient,['(MM p077)'],Dragon,Cold,Huge ,30,18,Cold Mountains,-
"Wyvern;  Fiendish;  Advanced (aka ""Great Horned Wyvern"")",['(DU140 p07) - (Eb p97)'],Dragon,Extraplanar,Gargantuan ,21,18,Warm Hills; Plane of Lamannia,Advanced; Template -
Adamantine Dragon;  Mature Adult,['(DR321 p044)'],Dragon,Extraplanar,Huge ,27,19,Plane of Bytopia,-
Amethyst Dragon;  Old,['(MM2 p07) - (3.5up p32)'],Dragon,Earth,Huge ,27,19,Plane of Earth; Underground,-
Arboreal Dragon;  Very Old,['(DR321 p046)'],Dragon,Extraplanar,Gargantuan ,29,19,Plane of Arborea,-
Astral Dragon;  Very Old,['(DR344 p027)'],Dragon,Extraplanar,Gargantuan ,29,19,Plane of Astral,-
Axial Dragon;  Mature Adult,['(DR321 p048)'],Dragon,Extraplanar,Huge ,24,19,Plane of Mechanus,-
Battle Dragon;  Ancient,['(Dcn p176)'],Dragon,Extraplanar,Gargantuan ,32,19,Plane of Ysgard,-
Beast Dragon;  Very Old,['(DR321 p050)'],Dragon,Extraplanar,Gargantuan ,30,19,Plane of Beastlands,-
Black Dragon;  Ancient,['(MM p070)'],Dragon,Water,Huge ,31,19,Warm Marshes,-
Blue Dragon;  Very Old,['(MM p072)'],Dragon,Earth,Huge ,30,19,Temperate Deserts,-
Brass Dragon;  Very Old,['(MM p079)'],Dragon,Fire,Huge ,28,19,Warm Deserts,-
Bronze Dragon;  Old,['(MM p080)'],Dragon,Water,Huge ,27,19,Temperate Hills,-
Chaos Dragon;  Ancient,['(Dcn p177)'],Dragon,Extraplanar,Gargantuan ,33,19,Plane of Limbo,-
Chromium Dragon;  Old,['(DR356 p023)'],Dragon,Cold,Huge ,27,19,Cold Mountain; Cold Hills; Cold Plains; Underground,-
Cobalt Dragon;  Old,['(DR356 p025)'],Dragon,Air,Huge ,26,19,Warm Forest; Temperate Forest,-
Concordant Dragon;  Old,['(DR321 p052)'],Dragon,Extraplanar,Huge ,26,19,Plane of Outlands,-
Copper Dragon;  Old,['(MM p082)'],Dragon,Earth,Huge ,26,19,Warm Hills,-
Crystal Dragon;  Very Old,['(MM2 p08) - (3.5up p32)'],Dragon,Air,Huge ,29,19,Plane of Air; Temperate Mountains; Cold Mountains,-
Dzalmus Dragon;  Very Old,['(DR349 p062)'],Dragon,Air,Huge ,28,19,Warm Plains; Temperate Plains,-
Elysian Dragon;  Ancient,['(DR344 p032)'],Dragon,Extraplanar,Huge ,31,19,Plane of Elysian,-
Emerald Dragon;  Old,['(MM2 p08) - (3.5up p32)'],Dragon,Air,Huge ,27,19,Plane of Air; Underground,-
Ethereal Dragon;  Great Wyrm,['(Dcn p179)'],Dragon,Extraplanar,Gargantuan ,37,19,Plane of Ethereal,-
Fang Dragon;  Wyrm,['(Dcn p159)'],Dragon,-,Gargantuan ,33,19,Temperate Mountains,-
Gloom Dragon;  Ancient,['(DR344 p035)'],Dragon,Extraplanar,Huge ,31,19,Plane of Hades,-
Gold Dragon;  Mature Adult,['(MM p084)'],Dragon,Fire,Huge ,26,19,Warm Plains,-
Grayhawk Dragon;  Very Old,['(DR339 p051)'],Dragon,Air,Huge ,28,19,Any (city only),-
Green Dragon;  Very Old,['(MM p074)'],Dragon,Air,Huge ,29,19,Temperate Forests,-
Hex Dragon;  Very Old,['(DR343 p039)'],Dragon,Earth,Huge ,28,19,Any Forest; Any Marsh; Underground,-
Howling Dragon;  Old,['(Dcn p180)'],Dragon,Extraplanar,Gargantuan ,30,19,Plane of Pandemonium,-
Lantern Sea Serpent;  Very Old,['(DR345 p058)'],Dragon,Water,Gargantuan ,30,19,Temperate Aquatic,-
Mercury Dragon;  Wyrm,['(DoF p138)'],Dragon,Fire,Gargantuan ,33,19,Temperate Mountains,-
Mist Dragon;  Wyrm,['(DoF p142)'],Dragon,Aquatic;Water,Gargantuan ,33,19,Temperate Aquatic; Temperate Forest; Warm Aquatic; Warm Forest; Underground,-
Nickel Dragon;  Ancient,['(DR356 p031)'],Dragon,Water,Huge ,31,19,Any Marsh,-
Oceanus Dragon;  Very Old,['(Dcn p181)'],Dragon,Aquatic;Extraplanar,Huge ,31,19,Upper Planes,-
Pyroclastic Dragon;  Very Old,['(Dcn p182)'],Dragon,Extraplanar,Gargantuan ,31,19,Plane of Gehenna,-
Radiant Dragon;  Old,['(Dcn p185)'],Dragon,Extraplanar,Huge ,27,19,Plane of Celestia,-
Rust Dragon;  Ancient,['(Dcn p186)'],Dragon,Extraplanar,Gargantuan ,33,19,Plane of Acheron,-
Sapphire Dragon;  Old,['(MM2 p08) - (3.5up p32)'],Dragon,Earth,Huge ,26,19,Plane of Earth; Underground,-
Shadow Dragon;  Very Old,['(Dcn p191)'],Dragon,-,Huge ,28,19,Underground,-
Spinewyrm;  Ancient,['(DU110 p095)'],Dragon,Psionic,Huge ,30,19,Warm Deserts,Dark Sun
Styx Dragon;  Ancient,['(Dcn p187)'],Dragon,Aquatic;Extraplanar,Gargantuan ,32,19,Lower Planes,-
Tarterian Dragon;  Old,['(Dcn p189)'],Dragon,Extraplanar,Gargantuan ,29,19,Plane of Carceri,-
Tungsten Dragon;  Very Old,['(DR356 p033)'],Dragon,Fire,Huge ,28,19,Warm Plains; Temperate Plains,-
White Dragon;  Wyrm,['(MM p077)'],Dragon,Cold,Gargantuanntuan ,33,19,Cold Mountains,-
Adamantine Dragon;  Old,['(DR321 p044)'],Dragon,Extraplanar,Gargantuan ,30,20,Plane of Bytopia,-
Amethyst Dragon;  Very Old,['(MM2 p07) - (3.5up p32)'],Dragon,Earth,Huge ,30,20,Plane of Earth; Underground,-
Arboreal Dragon;  Ancient,['(DR321 p046)'],Dragon,Extraplanar,Gargantuan ,43,20,Plane of Arborea,-
Battle Dragon;  Wyrm,['(Dcn p176)'],Dragon,Extraplanar,Gargantuan ,35,20,Plane of Ysgard,-
Beast Dragon;  Ancient,['(DR321 p050)'],Dragon,Extraplanar,Gargantuan ,33,20,Plane of Beastlands,-
Black Dragon;  Wyrm,['(MM p070)'],Dragon,Water,Gargantuan ,34,20,Warm Marshes,-
Brainstealer Dragon;  Very Old,['(DR337 p025)'],Dragon,Earth,Gargantuan ,31,20,Underground,-
Brass Dragon;  Ancient,['(MM p079)'],Dragon,Fire,Huge ,31,20,Warm Deserts,-
Bronze Dragon;  Very Old,['(MM p080)'],Dragon,Water,Huge ,30,20,Temperate Hills,-
Chaos Dragon;  Wyrm,['(Dcn p177)'],Dragon,Extraplanar,Gargantuan ,36,20,Plane of Limbo,-
Chole Dragon;  Very Old,['(DR344 p029)'],Dragon,Extraplanar,Gargantuan ,30,20,Plane of Abyss,-
Chromium Dragon;  Very Old,['(DR356 p023)'],Dragon,Cold,Huge ,30,20,Cold Mountain; Cold Hills; Cold Plains; Underground,-
Cobalt Dragon;  Very Old,['(DR356 p025)'],Dragon,Air,Huge ,29,20,Warm Forest; Temperate Forest,-
Copper Dragon;  Very Old,['(MM p082)'],Dragon,Earth,Huge ,29,20,Warm Hills,-
Crested Sea Serpent;  Ancient,['(DR345 p056)'],Dragon,Water,Gargantuan ,32,20,Temperate Aquatic,-
Drake;  Fire’,['(DR329 p028)'],Dragon,Fire,Gargantuan ,28,20,Cold Mountains; Underground,-
Dzalmus Dragon;  Ancient,['(DR349 p062)'],Dragon,Air,Huge ,31,20,Warm Plains; Temperate Plains,-
Elysian Dragon;  Wyrm,['(DR344 p032)'],Dragon,Extraplanar,Gargantuan ,34,20,Plane of Elysian,-
Emerald Dragon;  Very Old,['(MM2 p08) - (3.5up p32)'],Dragon,Air,Huge ,30,20,Plane of Air; Underground,-
Gloom Dragon;  Wyrm,['(DR344 p035)'],Dragon,Extraplanar,Gargantuan ,34,20,Plane of Hades,-
Grayhawk Dragon;  Ancient,['(DR339 p051)'],Dragon,Air,Huge ,31,20,Any (city only),-
Hex Dragon;  Ancient,['(DR343 p039)'],Dragon,Earth,Gargantuan ,31,20,Any Forest; Any Marsh; Underground,-
Howling Dragon;  Very Old,['(Dcn p180)'],Dragon,Extraplanar,Gargantuan ,33,20,Plane of Pandemonium,-
Iron Dragon;  Old,['(DR356 p029)'],Dragon,Fire,Gargantuan ,28,20,Temperate Mountain; Temperate Hill; Warm Mountain; Warm Hill; Underground,-
Landwyrm;  Swamp,['(Dcn p173)'],Dragon,-,Gargantuan ,36,20,Warm Marshes,-
Linnorm;  Gray,['(MM2 p14) - (3.5up p35)'],Dragon,-,Huge ,13,20,Any Hills; Any Mountains,-
Nickel Dragon;  Wyrm,['(DR356 p031)'],Dragon,Water,Gargantuan ,34,20,Any Marsh,-
Oceanus Dragon;  Ancient,['(Dcn p181)'],Dragon,Aquatic;Extraplanar,Gargantuan ,34,20,Upper Planes,-
Pyroclastic Dragon;  Ancient,['(Dcn p182)'],Dragon,Extraplanar,Gargantuan ,34,20,Plane of Gehenna,-
Radiant Dragon;  Very Old,['(Dcn p185)'],Dragon,Extraplanar,Huge ,30,20,Plane of Celestia,-
Red Dragon;  Old,['(MM p075)'],Dragon,Fire,Huge ,28,20,Warm Mountains,-
Rust Dragon;  Wyrm,['(Dcn p186)'],Dragon,Extraplanar,Gargantuan ,36,20,Plane of Acheron,-
Sapphire Dragon;  Very Old,['(MM2 p08) - (3.5up p32)'],Dragon,Earth,Huge ,29,20,Plane of Earth; Underground,-
Silver Dragon;  Old,['(MM p086)'],Dragon,Cold,Huge ,28,20,Temperate Mountains,-
Spiked Sea Serpent;  Ancient,['(DR345 p061)'],Dragon,Water,Gargantuan ,31,20,Temperate Aquatic,-
Spinewyrm;  Wyrm,['(DU110 p095)'],Dragon,Psionic,Gargantuan ,33,20,Warm Deserts,Dark Sun
Ssvaklor;  Greater,['(MM3 p16) - (MM3Errata)'],Dragon,Psionic,Large ,30,20,Temperate Marshes,Advanced
Styx Dragon;  Wyrm,['(Dcn p187)'],Dragon,Aquatic;Extraplanar,Gargantuan ,35,20,Lower Planes,-
Tarterian Dragon;  Very Old,['(Dcn p189)'],Dragon,Extraplanar,Gargantuan ,32,20,Plane of Carceri,-
Tome Dragon;  Old,['(DR343 p042)'],Dragon,Air,Huge ,24,20,Any Mountains,-
Topaz Dragon;  Old,['(MM2 p08) - (3.5up p32)'],Dragon,Water,Huge ,28,20,Plane of Water; Any Aquatic,-
Tungsten Dragon;  Ancient,['(DR356 p033)'],Dragon,Fire,Huge ,31,20,Warm Plains; Temperate Plains,-
Wormdrake,['(DU134 p088)'],Dragon,-,Gargantuan ,26,20,Adventure kyuss,-
Adamantine Dragon;  Very Old,['(DR321 p044)'],Dragon,Extraplanar,Gargantuan ,33,21,Plane of Bytopia,-
Arboreal Dragon;  Wyrm,['(DR321 p046)'],Dragon,Extraplanar,Gargantuan ,35,21,Plane of Arborea,-
Astral Dragon;  Ancient,['(DR344 p027)'],Dragon,Extraplanar,Gargantuan ,43,21,Plane of Astral,-
Axial Dragon;  Old,['(DR321 p048)'],Dragon,Extraplanar,Gargantuan ,27,21,Plane of Mechanus,-
Blue Dragon;  Ancient,['(MM p072)'],Dragon,Earth,Gargantuan ,33,21,Temperate Deserts,-
Brainstealer Dragon;  Ancient,['(DR337 p025)'],Dragon,Earth,Gargantuan ,34,21,Underground,-
Brass Dragon;  Wyrm,['(MM p079)'],Dragon,Fire,Gargantuan ,34,21,Warm Deserts,-
Chole Dragon;  Ancient,['(DR344 p029)'],Dragon,Extraplanar,Gargantuan ,33,21,Plane of Abyss,-
Concordant Dragon;  Very Old,['(DR321 p052)'],Dragon,Extraplanar,Huge ,29,21,Plane of Outlands,-
Crystal Dragon;  Ancient,['(MM2 p08) - (3.5up p32)'],Dragon,Air,Gargantuan ,32,21,Plane of Air; Temperate Mountains; Cold Mountains,-
Demodragon,['(DU147 p094)'],Dragon,Extraplanar,Colossal ,28,21,Plane of Abyss,-
Fiendish Drake;  Magma;  Advanced,['(DU147 p068)'],Dragon,Earth;Fire,Gargantuan ,30,21,Plane of Abyss,Template - Fiendish; Advanced
Dzalmus Dragon;  Wyrm,['(DR349 p062)'],Dragon,Air,Huge ,34,21,Warm Plains; Temperate Plains,-
Fang Dragon;  Great Wyrm,['(Dcn p159)'],Dragon,-,Gargantuan ,36,21,Temperate Mountains,-
Gold Dragon;  Old,['(MM p084)'],Dragon,Fire,Gargantuan ,29,21,Warm Plains,-
Grayhawk Dragon;  Wyrm,['(DR339 p051)'],Dragon,Air,Huge ,34,21,Any (city only),-
Green Dragon;  Ancient,['(MM p074)'],Dragon,Air,Gargantuan ,32,21,Temperate Forests,-
Hex Dragon;  Wyrm,['(DR343 p039)'],Dragon,Earth,Gargantuan ,34,21,Any Forest; Any Marsh; Underground,-
Howling Dragon;  Ancient,['(Dcn p180)'],Dragon,Extraplanar,Gargantuan ,36,21,Plane of Pandemonium,-
Iron Dragon;  Very Old,['(DR356 p029)'],Dragon,Fire,Gargantuan ,31,21,Temperate Mountain; Temperate Hill; Warm Mountain; Warm Hill; Underground,-
Lantern Sea Serpent;  Ancient,['(DR345 p058)'],Dragon,Water,Gargantuan ,33,21,Temperate Aquatic,-
Mercury Dragon;  Great Wyrm,['(DoF p138)'],Dragon,Fire,Gargantuan ,36,21,Temperate Mountains,-
Mist Dragon;  Great Wyrm,['(DoF p142)'],Dragon,Aquatic;Water,Gargantuan ,36,21,Temperate Aquatic; Temperate Forest; Warm Aquatic; Warm Forest; Underground,-
Oceanus Dragon;  Wyrm,['(Dcn p181)'],Dragon,Aquatic;Extraplanar,Gargantuan ,37,21,Upper Planes,-
Pyroclastic Dragon;  Wyrm,['(Dcn p182)'],Dragon,Extraplanar,Gargantuan ,37,21,Plane of Gehenna,-
Radiant Dragon;  Ancient,['(Dcn p185)'],Dragon,Extraplanar,Gargantuan ,33,21,Plane of Celestia,-
Red Dragon;  Very Old,['(MM p075)'],Dragon,Fire,Gargantuan ,31,21,Warm Mountains,-
Sand Dragon;  Ancient,['(Sand p152)'],Dragon,Earth,Huge ,30,21,Warm Deserts,-
Sea Linnorm,['(DR346 p065)'],Dragon,Aquatic,Gargantuan ,26,21,Any Aquatic,-
Shadow Dragon;  Ancient,['(Dcn p191)'],Dragon,-,Huge ,31,21,Underground,-
Silver Dragon;  Very Old,['(MM p086)'],Dragon,Cold,Huge ,31,21,Temperate Mountains,-
Spiked Sea Serpent;  Wyrm,['(DR345 p061)'],Dragon,Water,Gargantuan ,34,21,Temperate Aquatic,-
Tarterian Dragon;  Ancient,['(Dcn p189)'],Dragon,Extraplanar,Gargantuan ,35,21,Plane of Carceri,-
Topaz Dragon;  Very Old,['(MM2 p08) - (3.5up p32)'],Dragon,Water,Huge ,31,21,Plane of Water; Any Aquatic,-
Tungsten Dragon;  Wyrm,['(DR356 p033)'],Dragon,Fire,Gargantuan ,34,21,Warm Plains; Temperate Plains,-
White Dragon;  Great Wyrm,['(MM p077)'],Dragon,Cold,Gargantuanntuan ,36,21,Cold Mountains,-
Adamantine Dragon;  Ancient,['(DR321 p044)'],Dragon,Extraplanar,Gargantuan ,36,22,Plane of Bytopia,-
Amethyst Dragon;  Ancient,['(MM2 p07) - (3.5up p32)'],Dragon,Earth,Gargantuan ,33,22,Plane of Earth; Underground,-
Arboreal Dragon;  Great Wyrm,['(DR321 p046)'],Dragon,Extraplanar,Colossal ,38,22,Plane of Arborea,-
Axial Dragon;  Very Old,['(DR321 p048)'],Dragon,Extraplanar,Gargantuan ,30,22,Plane of Mechanus,-
Battle Dragon;  Great Wyrm,['(Dcn p176)'],Dragon,Extraplanar,Gargantuan ,38,22,Plane of Ysgard,-
Beast Dragon;  Wyrm,['(DR321 p050)'],Dragon,Extraplanar,Gargantuan ,36,22,Plane of Beastlands,-
Black Dragon;  Great Wyrm,['(MM p070)'],Dragon,Water,Gargantuan ,37,22,Warm Marshes,-
Bronze Dragon;  Ancient,['(MM p080)'],Dragon,Water,Gargantuan ,33,22,Temperate Hills,-
Chaos Dragon;  Great Wyrm,['(Dcn p177)'],Dragon,Extraplanar,Gargantuan ,39,22,Plane of Limbo,-
Chromium Dragon;  Ancient,['(DR356 p023)'],Dragon,Cold,Huge ,33,22,Cold Mountain; Cold Hills; Cold Plains; Underground,-
Cobalt Dragon;  Ancient,['(DR356 p025)'],Dragon,Air,Gargantuan ,32,22,Warm Forest; Temperate Forest,-
Concordant Dragon;  Ancient,['(DR321 p052)'],Dragon,Extraplanar,Huge ,43,22,Plane of Outlands,-
Copper Dragon;  Ancient,['(MM p082)'],Dragon,Earth,Huge ,32,22,Warm Hills,-
Crested Sea Serpent;  Wyrm,['(DR345 p056)'],Dragon,Water,Gargantuan ,35,22,Temperate Aquatic,-
Crystal Dragon;  Wyrm,['(MM2 p08) - (3.5up p32)'],Dragon,Air,Gargantuan ,35,22,Plane of Air; Temperate Mountains; Cold Mountains,-
Elysian Dragon;  Great Wyrm,['(DR344 p03) - (DR334Errata)'],Dragon,Extraplanar,Gargantuan ,37,22,Plane of Elysian,-
Emerald Dragon;  Ancient,['(MM2 p08) - (3.5up p32)'],Dragon,Air,Gargantuan ,33,22,Plane of Air; Underground,-
Gloom Dragon;  Great Wyrm,['(DR344 p035)'],Dragon,Extraplanar,Gargantuan ,37,22,Plane of Hades,-
Gold Dragon;  Very Old,['(MM p084)'],Dragon,Fire,Gargantuan ,32,22,Warm Plains,-
